,name,url,formatted_address,types,place_id,accounting,administrative_area_level_1,administrative_area_level_2,administrative_area_level_4,administrative_area_level_5,airport,amusement_park,art_gallery,atm,bakery,bank,bar,beauty_salon,bicycle_store,book_store,bus_station,cafe,campground,car_dealer,car_rental,car_repair,car_wash,casino,church,city_hall,clothing_store,colloquial_area,convenience_store,country,dentist,department_store,doctor,drugstore,electronics_store,establishment,finance,florist,food,furniture_store,gas_station,general_contractor,grocery_or_supermarket,gym,hair_care,hardware_store,health,home_goods_store,hospital,jewelry_store,laundry,library,liquor_store,local_government_office,locality,lodging,meal_delivery,meal_takeaway,movie_rental,movie_theater,moving_company,museum,natural_feature,neighborhood,night_club,park,parking,pet_store,pharmacy,physiotherapist,place_of_worship,point_of_interest,police,political,post_office,premise,primary_school,real_estate_agency,restaurant,rv_park,school,secondary_school,shoe_store,shopping_mall,spa,stadium,storage,store,street_address,sublocality,sublocality_level_1,subway_station,supermarket,tourist_attraction,town_square,train_station,transit_station,travel_agency,university,veterinary_care,zoo
1711,Hostel da Penha,https://maps.google.com/?cid=8864466285236055224,"R. Delmar Duarte, 7 - Centro de Vila Velha, Vila Velha - ES, 29100-210, Brasil","['lodging', 'point_of_interest', 'establishment']",ChIJMW2rGDcWuAARuOzr1h7pBHs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,Hostel Canela Verde - Vila Velha,https://maps.google.com/?cid=6899448372287916031,"R. Antônio Ataíde, 421 - Centro de Vila Velha, Vila Velha - ES, 29100-295, Brasil","['lodging', 'point_of_interest', 'establishment']",ChIJG7BqWpUXuAAR_0deYL3Dv18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,Guanaaní Hostel,https://maps.google.com/?cid=5613029993483842012,"R. Cel. Monjardim, 49 - Centro, Vitória - ES, 29015-500, Brasil","['lodging', 'point_of_interest', 'establishment']",ChIJCUvFQqU9uAAR3LE3Owp95U0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,Hostel Physis,https://maps.google.com/?cid=348380007928493176,"Av. Sérgio Cardoso, 4 - Novo Mexico, Vila Velha - ES, 29104-331, Brasil","['lodging', 'point_of_interest', 'establishment']",ChIJC4hh8s0_uAARePRse8Wx1QQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,Recanto da Vovó,https://maps.google.com/?cid=14820494358425479813,"R. Dr. Cyro Lopes Pereira, 175 - Jardim da Penha, Vitória - ES, 29060-020, Brasil","['lodging', 'point_of_interest', 'establishment']",ChIJt9h4UPEXuAARhaqhvRj5rM0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,Associação Albergue Martim Lutero - AAML,https://maps.google.com/?cid=645017143686694296,"R. José Ferreira dos Santos, 25 - Tabuazeiro, Vitória - ES, 29043-665, Brasil","['point_of_interest', 'establishment']",ChIJAS6FHEM9uAARmIV7u6yP8wg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,Pra Viagem Lanchonete,https://maps.google.com/?cid=14853981020967167416,"R. Mario Rosendo - Bela Vista, Vitória - ES, 29027-419, Brasil","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJa8RS3QE9uAARuGUk7wnxI84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,Wine Viagens,https://maps.google.com/?cid=13538381060168413901,"R. Afonso Cláudio, 32 - Praia do Canto, Vitória - ES, 29055-420, Brasil","['travel_agency', 'point_of_interest', 'establishment']",ChIJm7pdYg0XuAARzfI2Rdj94bs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1719,Valentur Disk Viagens e Turismo,https://maps.google.com/?cid=2743520978883930471,"Av. Dr. Herwan Modenese Wanderley, 161 - Bl.I ap.212 - Jardim Camburi, Vitória - ES, 29090-640, Brasil","['travel_agency', 'point_of_interest', 'establishment']",ChIJsdT1X1QYuAARZ2k1ZMvxEiY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1720,Mercado Brasil,https://maps.google.com/?cid=8845796941751372457,"R. Hermes Curry Carneiro - Ilha de Santa Maria, Vitória - ES, 29051-210, Brasil","['food', 'health', 'point_of_interest', 'store', 'establishment']",ChIJh9GKLng9uAARqcpTlHOVwno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,Mercado Municipal da Vila Rubim,https://maps.google.com/?cid=4316890369867868782,"R. Jaír Andrade, 38 - Vila Rubim, Vitória - ES, 29025-190, Brasil","['point_of_interest', 'establishment']",ChIJv5AZqbM9uAARbmpHZuus6Ds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,Mercadão da Vila Rubim,https://maps.google.com/?cid=9980171132605506053,"R. Orlando Rocha, 83 - Vila Rubim, Vitória - ES, 29025-055, Brasil","['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJD2E0CLM9uAARBSKPlMSwgIo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1723,Mercado São Sebastião,https://maps.google.com/?cid=6594831397962482027,"Cruzamento, Vitória - ES, 29040-780, Brasil","['point_of_interest', 'establishment']",ChIJz3pQFnc9uAARa4ElLTeMhVs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,Mercado Beer,https://maps.google.com/?cid=2508566399135634644,"R. Elesbão Linhares, 100 - loja 3 - Praia do Canto, Vitória - ES, 29056-100, Brasil","['liquor_store', 'point_of_interest', 'store', 'establishment']",ChIJ0-aKc309uAAR1NT1W9k30CI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,Lojas Renner,https://maps.google.com/?cid=10634107709237553732,"Av. Princesa Isabel, 478 - Centro, Vitória - ES, 29010-364, Brasil","['clothing_store', 'shoe_store', 'point_of_interest', 'store', 'establishment']",ChIJf0mJJLs9uAARROpYoJ7wk5M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,Lojas Marisa,https://maps.google.com/?cid=1800494200934886620,"Av. Princesa Isabel, 511 - Centro, Vitória - ES, 29010-365, Brasil","['point_of_interest', 'clothing_store', 'store', 'establishment']",ChIJz7pjeKI9uAAR3Ozfsu-j_Bg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,Loja Megalar - Vitória,https://maps.google.com/?cid=18365497042880992354,"Av. Jerônimo Monteiro, 153 - Centro, Vitória - ES, 29010-001, Brasil","['store', 'furniture_store', 'home_goods_store', 'point_of_interest', 'establishment']",ChIJq6qqqqq7PbgRYpRohEFa3_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,Americanas,https://maps.google.com/?cid=4380469185339692696,"Av. Princesa Isabel, 475 - Centro, Vitória - ES, 29010-361, Brasil","['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",ChIJCzusYaI9uAARmJa37YONyjw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,Loja Icone Sports,https://maps.google.com/?cid=7561811249584387835,"Av. Jerônimo Monteiro, 580 - Centro, Vitória - ES, 29010-004, Brasil","['point_of_interest', 'store', 'establishment']",ChIJUzTkXaM9uAAR-7YHbkTz8Gg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,CrossFit Vila Velha,https://maps.google.com/?cid=10198725365719068379,"R. Maj. Nodge Ulisses de Oliveira, 671 - Praia de Itapuã, Vila Velha - ES, 29101-770, Brasil","['point_of_interest', 'establishment']",ChIJ2y5shQ0WuAAR225zWa8miY0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,CrossFit Voice Vitória,https://maps.google.com/?cid=3328995734591295396,"R. José Cassiano dos Santos - Fradinhos, Vitória - ES, 29043-085, Brasil","['gym', 'health', 'point_of_interest', 'establishment']",ChIJP-LPyVc9uAARpM8am_v3Mi4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,Crossfit Canal,https://maps.google.com/?cid=4447216469452373951,"R. Alberto Bela Rosa, 30 - Pontal de Camburi, Vitória - ES, 29062-110, Brasil","['gym', 'health', 'point_of_interest', 'establishment']",ChIJ1wk2lfAXuAARv7_5DNGvtz0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,CrossFit Citius Vila Velha,https://maps.google.com/?cid=17424961579895356914,"Rua Henrique Moscoso, 419 - Praia da Costa, Vila Velha - ES, 29123-260, Brasil","['gym', 'health', 'point_of_interest', 'establishment']",ChIJfxWbTEYWuAAR8v19Sjzm0fE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,CrossFit Praia Da Costa II,https://maps.google.com/?cid=9618630217672984908,"R. Henrique Laranja, 325 - Olaria, Vila Velha - ES, 29100-350, Brasil","['health', 'point_of_interest', 'establishment']",ChIJNRqGZTsWuAARTIk8pjg9fIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,FAFI - Música e Dança.,https://maps.google.com/?cid=12505174485324106701,"Av. Jerônimo Monteiro, 656 - Centro, Vitória - ES, 29010-004, Brasil","['point_of_interest', 'establishment']",ChIJyaRzbKM9uAARzYsFbPBNi60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,Emerson Barreto Escola de Dança,https://maps.google.com/?cid=15413661600547694302,"R. Eugênio Netto, 595 - Santa Lucia, Vitória - ES, 29056-235, Brasil","['school', 'point_of_interest', 'establishment']",ChIJx3-_spgXuAAR3ma5hI9T6NU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,Escola de Dança de Salão Djavan Ferreira,https://maps.google.com/?cid=7877743177212322682,"R. Joaquim Lírio, n 48 - Praia do Canto, Vitória - ES, 29055-460, Brasil","['school', 'point_of_interest', 'establishment']",ChIJ4URMjfYXuAARemN_fa5dU20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,Bar do Peixe,https://maps.google.com/?cid=3087652291281933378,"Av. Portugal, 801 - St. Marista, Goiânia - GO, 74150-030, Brasil","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJqzloN0fxXpMRQtTHW2aL2So,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,Barzim Cervejaria e Restaurante,https://maps.google.com/?cid=8108399761741271609,"R. 137-A, 40 - St. Marista, Goiânia - GO, 74170-130, Brasil","['bar', 'point_of_interest', 'establishment']",ChIJhy5gwxXxXpMROVJzh5_ShnA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,Bar Marronzinho,https://maps.google.com/?cid=4447855957027465929,"R. Pinheiro Chagas, 244 - St. Sudoeste, Goiânia - GO, 74303-035, Brasil","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJIfzzlJj2XpMRySq6Wm31uT0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,Barini Ortodontia/Dr Pedro Barini,https://maps.google.com/?cid=13808259589454668655,"Rua 89, 470 - St. Sul, Goiânia - GO, 74093-140, Brasil","['doctor', 'dentist', 'health', 'point_of_interest', 'establishment']",ChIJraqqKhPxXpMRb6PT8-_KoL8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,Restaurante Bartolomeu,https://maps.google.com/?cid=9353940262417916239,"R. 22, 69 - St. Oeste, Goiânia - GO, 74971-230, Brasil","['liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ5Y09M0TxXpMRT-Gk_xvfz4E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,Restaurante Arabe,https://maps.google.com/?cid=12445360328811031219,"R. 83, nº 205 - St. Sul, Goiânia - GO, 74820-040, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJVVVVVWXxXpMRsyqF3EfNtqw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,Restaurante Popular,https://maps.google.com/?cid=15614834623455865791,"Rua 72, Quadra 128 524 - St. Central, Goiânia - GO, 74045-120, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJNxxdJN3zXpMRv6uO7VsJs9g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,Restaurante Panela Magica,https://maps.google.com/?cid=13682317780909803475,"R. 13, 773 - St. Marista, Goiânia - GO, 74110-140, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJzf85Wf71XpMR08cjm4db4b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,Restaurante Matsuri,https://maps.google.com/?cid=16558021242581174484,"R. 15, 397 - St. Oeste, Goiânia - GO, 74150-020, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJSfnlmUPxXpMR1Ehsi5foyeU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,Shopping Bougainville,https://maps.google.com/?cid=15949416579425065763,"R. Nove, 1855 - St. Marista, Goiânia - GO, 74150-130, Brasil","['shopping_mall', 'point_of_interest', 'establishment']",ChIJSUY36Qj0XpMRI1tbF-C1V90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,Shopping Cerrado,https://maps.google.com/?cid=2998466116211861415,"Av. Anhanguera, 10790 - Aeroviario, Goiânia - GO, 74435-090, Brasil","['shopping_mall', 'point_of_interest', 'establishment']",ChIJJycR2ED0XpMRp2fazwuxnCk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,Shopping Cidade Jardim - Goiânia,https://maps.google.com/?cid=9957560210609903676,"Av. Nero Macedo, 400 - Cidade Jardim, Goiânia - GO, 74423-250, Brasil","['shopping_mall', 'point_of_interest', 'establishment']",ChIJS48e6iX0XpMRPJj3DkFcMIo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,Shopping Centro Oeste,https://maps.google.com/?cid=15884945573514645886,"Av. Contorno, 1529 - Setor Norte Ferroviário, Goiânia - GO, 74063-350, Brasil","['shopping_mall', 'point_of_interest', 'establishment']",ChIJF6l4fcbzXpMRfhHBSdapctw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
