,name,url,formatted_address,types,place_id,accounting,administrative_area_level_1,administrative_area_level_2,administrative_area_level_4,administrative_area_level_5,airport,amusement_park,art_gallery,atm,bakery,bank,bar,beauty_salon,bicycle_store,book_store,bus_station,cafe,campground,car_dealer,car_rental,car_repair,car_wash,casino,church,city_hall,clothing_store,colloquial_area,convenience_store,country,dentist,department_store,doctor,drugstore,electronics_store,establishment,finance,florist,food,furniture_store,gas_station,general_contractor,grocery_or_supermarket,gym,hair_care,hardware_store,health,home_goods_store,hospital,jewelry_store,laundry,library,liquor_store,local_government_office,locality,lodging,meal_delivery,meal_takeaway,movie_rental,movie_theater,moving_company,museum,natural_feature,neighborhood,night_club,park,parking,pet_store,pharmacy,physiotherapist,place_of_worship,point_of_interest,police,political,post_office,premise,primary_school,real_estate_agency,restaurant,rv_park,school,secondary_school,shoe_store,shopping_mall,spa,stadium,storage,store,street_address,sublocality,sublocality_level_1,subway_station,supermarket,tourist_attraction,town_square,train_station,transit_station,travel_agency,university,veterinary_care,zoo
38,Exposicao,"https://maps.google.com/?q=Exposicao,+Barretos+-+SP,+14780,+Brasil&ftid=0x94bb853dfeaa971b:0x64b79277c749260b","Exposicao, Barretos - SP, 14780, Brasil","['sublocality_level_1', 'sublocality', 'political']",ChIJG5eq_j2Fu5QRCyZJx3eSt2Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39,Trupe do Filme,https://maps.google.com/?cid=17139904098718128002,"Saan Q 2 - s/n lt 1150 - Brasília, DF, 71220-000, Brasil","['movie_theater', 'point_of_interest', 'establishment']",ChIJ5clDLRo7WpMRghdbePcr3e0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Filme & Foto - Grupo DJRÁDIO,https://maps.google.com/?cid=3049596614711802723,"CLN 302 Bloco E Subsolo 09 - Asa Norte, Brasília - DF, 70723-550, Brasil","['point_of_interest', 'establishment']",ChIJi-EuXP86WpMRY3shsPZXUio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Boate adulta,https://maps.google.com/?cid=15672683953965189332,"Asa Sul, Brasília - DF, 70297-400, Brasil","['point_of_interest', 'establishment']",ChIJBTV41tQ7WpMR1EgPyQSPgNk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Boate Enjoy hookah lounge,https://maps.google.com/?cid=11818400344593994489,"DF-128 - Planaltina, Brasília - DF, 73380-150, Brasil","['night_club', 'point_of_interest', 'establishment']",ChIJ_dt_AQMTWpMR-RLhMH9kA6Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Sabor da Festa Salgados e Serviços,https://maps.google.com/?cid=16722554644288834023,"Via W1 Norte, s/n - Asa Norte, Brasília - DF, 70722-530, Brasil","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJCau5MC46WpMR5wnlXdlyEug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Kit Festa Empório,https://maps.google.com/?cid=991768180270093931,"SDS bloco O - Edifício Venâncio VI número 39 loja 15 CONIC - Asa Sul, Brasília - DF, 70393-905, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJQyknuwc7WpMRa9aIxOd3ww0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,CLINICA ENERGIA,https://maps.google.com/?cid=10595800432629213067,"Sdn, CNB Conjunto A - T.119 - Asa Norte, Brasília - DF, 70740-610, Brasil","['point_of_interest', 'establishment']",ChIJjzSx8uI6WpMRi2fLwVrYC5M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Ginecologista Dra. Rosaly Rulli Costa,https://maps.google.com/?cid=2946620208494098721,"Shis Qi 3 Cl - Lago Sul, Brasília - DF, 71605-200, Brasil","['doctor', 'health', 'point_of_interest', 'establishment']",ChIJs2Zpo3slWpMRITlHv3d_5Cg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"Dr. Guilherme Antonio Veloso Coaracy, Urologista",https://maps.google.com/?cid=11658703432830952874,"SEPS 714/914 - Asa Sul, Brasília - DF, 70390-145, Brasil","['doctor', 'health', 'point_of_interest', 'establishment']",ChIJOUKhKdAxWpMRqiWEbwAJzKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Salão Vip,https://maps.google.com/?cid=7546060321466165307,"Conic Venâncio II - Brasília, DF, 70393-900, Brasil","['hair_care', 'health', 'point_of_interest', 'establishment']",ChIJW2Rf5ao6WpMROyipsuH9uGg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Salão YES,https://maps.google.com/?cid=5971120281499036788,"Asa Norte Comércio Local Norte 402 - Brasília, DF, 70834-520, Brasil","['point_of_interest', 'establishment']",ChIJVVVVGAc7WpMRdGzheUKu3VI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Lázaro Cabeleireiros,https://maps.google.com/?cid=8069293077720857602,"Asa Norte Comércio Local Norte 313 BL E - Brasília, DF, 70766-550, Brasil","['beauty_salon', 'point_of_interest', 'establishment']",ChIJ__8v2yU6WpMRAvwRHk3j-28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Benvinda Cabeleireiros,https://maps.google.com/?cid=17749541976577824080,"CLS 313 Bl B s/n lj 5 - Asa Sul Comércio Local Sul 313 - Brasília, DF, 70382-520, Brasil","['beauty_salon', 'point_of_interest', 'establishment']",ChIJEZEAeas6WpMRUFXO92IKU_Y,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Dilza Cabeleireiros,https://maps.google.com/?cid=7798265485792242559,"615 - Asa Sul Comércio Local Sul 415 - Brasília, DF, 70298-190, Brasil","['beauty_salon', 'point_of_interest', 'establishment']",ChIJkQyo_1klWpMRf-vVcCQBOWw,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Manicure no Guará,https://maps.google.com/?cid=13405740687835712991,"6 - Guará I QI 6 - Guará, Brasília - DF, 71010-014, Brasil","['beauty_salon', 'point_of_interest', 'establishment']",ChIJrUEJNZcxWpMR381yASHCCro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Manicure E Pedicure Sobrancelha,https://maps.google.com/?cid=709510595755709159,"Condomínio Del Lago II Qr 360 Qr 361 - Condomínio Del Lago II QR 361 - Itapoã, Brasília - DF, 70297-400, Brasil","['beauty_salon', 'point_of_interest', 'establishment']",ChIJuRTSq4k9WpMR5xJlsCCw2Ak,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Manicure Zé Quinha,https://maps.google.com/?cid=7213703211054695579,"Sria I Qi 10 - Guará I QI 8 Conj. K - Guará, Brasília - DF, 71010-001, Brasil","['beauty_salon', 'point_of_interest', 'clothing_store', 'store', 'establishment']",ChIJOXBffJAxWpMRm4QCwtk4HGQ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Estética Corporal e Facial,https://maps.google.com/?cid=13234522727049155721,"SCN Qd 5 Bl A - s/n sl 722 to B - Asa Norte, Brasília - DF, 70715-000, Brasil","['health', 'point_of_interest', 'establishment']",ChIJafAI0zozWpMRiVSZ_Ux4qrc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Estética Cleide Cardoso,https://maps.google.com/?cid=1607134052242616409,"910 - SGAS I St. de Grandes Áreas Sul 910 - Asa Sul, Brasília - DF, 70390-100, Brasil","['health', 'point_of_interest', 'establishment']",ChIJ2Z9saSU7WpMRWfBa0uevTRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Hostel 703,https://maps.google.com/?cid=3314533065690077222,"shigs 703 Bl C BL C Cs 55 - Asa Sul, Brasília - DF, 70313-703, Brasil","['lodging', 'point_of_interest', 'establishment']",ChIJq6o6adA6WpMRJli-GEOW_y0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Albergue de São Sebastião - DF,https://maps.google.com/?cid=13228709796226778066,"São Sebastião, Brasília - DF, Brasil","['school', 'point_of_interest', 'establishment']",ChIJCWdev9kfWpMR0sPTkHjRlbc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Albergue Escoteiro do Chefe Alexandre,https://maps.google.com/?cid=7935477258303124647,"Qn 614 Qr 614 Conjunto 6, 8 - Samambaia Sul, Brasília - DF, 72322-700, Brasil","['tourist_attraction', 'point_of_interest', 'establishment']",ChIJu493jbEyWpMRpzRZwIV6IG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61,Albergue Conviver,https://maps.google.com/?cid=11567173848077985995,"Av. Águas Claras - Águas Claras, Brasília - DF, 70297-400, Brasil","['point_of_interest', 'establishment']",ChIJDSfW9JUtWpMRy2jgTVTbhqA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Viagens e Turismo DF,https://maps.google.com/?cid=3117811281475071360,"Brasilia - Lote 11 - Brasília, DF, 73270-400, Brasil","['travel_agency', 'point_of_interest', 'establishment']",ChIJpcNnlC0lWpMRgO0GddewRCs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63,Adria Viagens e Turismo,https://maps.google.com/?cid=3135914690966360272,"SRTVS QD. 701 - SRTVS - EDF.ASSIS CHATEAUBRIAND SALA 428 - Asa Sul, Brasília - DF, 70330-510, Brasil","['travel_agency', 'point_of_interest', 'establishment']",ChIJIVFHiug6WpMR0JD68MsBhSs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64,Jovem Turismo,https://maps.google.com/?cid=11887001370950201981,"Bloco B Loja 07 - CLN 402/403 - Asa Norte, Brasília - DF, 70832-525, Brasil","['travel_agency', 'point_of_interest', 'establishment']",ChIJodZM4gM7WpMRfXIRUMQc96Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65,Mercado SuperCei subida do Colorado,https://maps.google.com/?cid=2087298232152862795,"3251 - SHN Q. 2 - Brasília, DF, 70740-610, Brasil","['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ1XH6puM6WpMRS7DF466S9xw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
66,Dança,https://maps.google.com/?cid=17774578452932097921,"Shcgn 707 Bl b casa 44 - Asa Norte - Brasília, DF, 70740-732, Brasil","['school', 'point_of_interest', 'establishment']",ChIJ9b1hE086WpMRgXdU3-38q_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Orgulho Psicologia,https://maps.google.com/?cid=5763436982713351167,"R. José Bonifácio, 1050 - Cachambi, Rio de Janeiro - RJ, 20770-240, Brasil","['point_of_interest', 'establishment']",ChIJxQXk3zF9mQAR_3v6V2bX-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Orgulho da Vovó,https://maps.google.com/?cid=6826408601591365260,"Av. Nilo Peçanha, 740 - Centro, Duque de Caxias - RJ, 25010-142, Brasil","['home_goods_store', 'point_of_interest', 'store', 'establishment']",ChIJi4zRq8d6mQARjD6GjXRGvF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Orgulho de ser Brasileiro,https://maps.google.com/?cid=13912185411665692539,"R. Ana Joséfina, 103 - São João Batista, Belo Horizonte - MG, 31525-030, Brasil","['point_of_interest', 'establishment']",ChIJqU0Kx9iPpgARe4e0B-wCEsE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Pizzaria Aguia De Ouro,https://maps.google.com/?cid=7351972937284418325,"R. Barão de São Félix, 138 - Centro, Rio de Janeiro - RJ, 20221-421, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJY85EkEF_mQARFXsfHW90B2Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Sorveteria Copa 74,https://maps.google.com/?cid=12470986572594551682,"R. Sen. Corrêa, 32 - Loja A - Laranjeiras, Rio de Janeiro - RJ, 22231-180, Brasil","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ4wpaWY9_mQARghsqsjbYEa0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Sinuca Da Lapa - Francisco,https://maps.google.com/?cid=6320234115902562939,"R. Riachuelo, 110-114 - Centro, Rio de Janeiro - RJ, 20230-014, Brasil","['point_of_interest', 'establishment']",ChIJ6XO6oHp_mQARe2KtP3H7tVc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Sinuca Copacabana Olympico Club,https://maps.google.com/?cid=4399375184747415365,"Rua Pompeu Loureiro, 116 - Copacabana, Rio de Janeiro - RJ, 22061-000, Brasil","['point_of_interest', 'establishment']",ChIJpeJFb0vVmwARRceJ8Gu4DT0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Cinemaison,https://maps.google.com/?cid=5259318310457952620,"Av. Pres. Antônio Carlos, 58 - Centro, Rio de Janeiro - RJ, 20020-010, Brasil","['movie_theater', 'point_of_interest', 'establishment']",ChIJxWYlRd6BmQARbMmNZyPa_Eg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Exposição Ciclovias Invisíveis,https://maps.google.com/?cid=3103714761473028802,"Praça Tiradentes, 48 - Centro, Rio de Janeiro - RJ, 20060-010, Brasil","['museum', 'point_of_interest', 'establishment']",ChIJoyaFIc9_mQARwnK8oSGcEis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Filmes na Web,https://maps.google.com/?cid=8411085597235964431,"Rua Engenheiro Mguel Austregesilo,número:245 - Casa:01 - Santa Teresa, Rio de Janeiro - RJ, 20251-340, Brasil","['movie_theater', 'movie_rental', 'point_of_interest', 'store', 'establishment']",ChIJWfSqmHV_mQARD2qnbsktunQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Filmes Brasília,https://maps.google.com/?cid=16200199315686627334,"R. Gen. Dionísio, 41 - Humaitá, Rio de Janeiro - RJ, 22271-050, Brasil","['point_of_interest', 'establishment']",ChIJy0ca1GHVmwARBhgH_nGr0uA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
